Search Name,Band Name,URL,Genre,Themes,Country,Location,Status,Formed
Minib,No match found,,,,,,,
Miniel,No match found,,,,,,,
Minnas,No match found,,,,,,,
Minohtar,No match found,,,,,,,
Minquë,No match found,,,,,,,
Minrimmon,No match found,,,,,,,
Minstrels,No match found,,,,,,,
Minto Burrows,No match found,,,,,,,
Minuial,No match found,,,,,,,
Minya,No match found,,,,,,,
Minyar,No match found,,,,,,,
Minyatur,No match found,,,,,,,
Miq,No match found,,,,,,,
Mirdain,No match found,,,,,,,
Mirdautas Vras,Mirdautas Vras,https://www.metal-archives.com/bands/Mirdautas_Vras/22962,Black Metal,"Death, Battles, Occultism",United Kingdom,"South Yorkshire, England",N/A,2004
Mire,Mire,https://www.metal-archives.com/bands/Mire/3540377926,Atmospheric Black Metal,"Nature, Darkness, Despair",United Kingdom,"Manchester, Greater Manchester, England",N/A,2012
Mirian,No match found,,,,,,,
Miriel,No match found,,,,,,,
Miriel Perinde,No match found,,,,,,,
Miriel Serinde,No match found,,,,,,,
Mirkmod,No match found,,,,,,,
Mirkwood,Mirkwood,https://www.metal-archives.com/bands/Mirkwood/110865,Atmospheric Black Metal,"Fantasy, Tolkien, Nature",United States,California,N/A,2005
Mirkwoode,No match found,,,,,,,
Miroslav Fidler,No match found,,,,,,,
Mirroanwi,No match found,,,,,,,
Mirroanwë,No match found,,,,,,,
Mirror Mirror,Mirror Mirror,https://www.metal-archives.com/bands/Mirror_Mirror/3540390686,Heavy Metal,N/A,United Kingdom,"Bristol, England",N/A,N/A
Mirror Mirror,Mirror Mirror,https://www.metal-archives.com/bands/Mirror_Mirror/3540408250,Heavy Metal,N/A,United States,"Phoenix, Arizona",N/A,1989
Mirror Mirror,Mirror Mirror,https://www.metal-archives.com/bands/Mirror_Mirror/3540499802,Progressive Heavy Metal/Hard Rock,N/A,United States,"Portland, Oregon",N/A,1988
Mirrormere,No match found,,,,,,,
Mirubhoze,No match found,,,,,,,
Miruvor,No match found,,,,,,,
Mirya,No match found,,,,,,,
Misconceptions,No match found,,,,,,,
Mith,No match found,,,,,,,
Mithe Steps,No match found,,,,,,,
Mitheithel,No match found,,,,,,,
Mithlond,Mithlond,https://www.metal-archives.com/bands/Mithlond/3540430517,Black Metal/Ambient,"Depression, Suicide, Death stories",United States,"Trenton, New Jersey",N/A,2017
Mithrandir,Mithrandir,https://www.metal-archives.com/bands/Mithrandir/3540521442,Black Metal,"Medieval fantasy, J.R.R Tolkien",Finland,"Turku, Varsinais-Suomi",N/A,2022
Mithrellas,No match found,,,,,,,
Mithril,Mithril,https://www.metal-archives.com/bands/Mithril/78027,Power Metal,"Fantasy, Tolkien",Dominican Republic,"Santo Domingo, Distrito Nacional",N/A,2003
Mithril,Mithril,https://www.metal-archives.com/bands/Mithril/3540262514,Heavy Metal,N/A,Germany,"Geislingen, Baden-Württemberg",N/A,N/A
Mithril,Mithril,https://www.metal-archives.com/bands/Mithril/28498,Gothic Metal,N/A,Hungary,N/A,N/A,2001
Mithril,Mithril,https://www.metal-archives.com/bands/Mithril/23082,Progressive Heavy Metal,N/A,Sweden,"Lund, Skåne",N/A,2003
Mithril,Mithril,https://www.metal-archives.com/bands/Mithril/3540396810,Heavy Metal,"Religion, Life and death, Judgement, Fantasy",United States,"Vermillion, Ohio",N/A,1992
Mithril Armoury,No match found,,,,,,,
Mithril Awards,No match found,,,,,,,
Mithril Miniatures,No match found,,,,,,,
Mithril-coat,No match found,,,,,,,
Mithrim,Mithrim,https://www.metal-archives.com/bands/Mithrim/3540331781,Black Metal,"Folklore, Hate",Norway,"Sauda, Rogaland",N/A,1995
Mithrimin,No match found,,,,,,,
Mittalmar,No match found,,,,,,,
Mlriel,No match found,,,,,,,
Moa,No match found,,,,,,,
Moerbin,No match found,,,,,,,
Mogru,No match found,,,,,,,
Momen,No match found,,,,,,,
Monaen,No match found,,,,,,,
Mondósar,No match found,,,,,,,
Monen,No match found,,,,,,,
Monendei,No match found,,,,,,,
Moon-letters,No match found,,,,,,,
Moon-runes,No match found,,,,,,,
Moontower,No match found,,,,,,,
Morannon,Morannon,https://www.metal-archives.com/bands/Morannon/65661,Black Metal,N/A,Germany,"Kleve, North Rhine-Westphalia",N/A,1996
Morannon,Morannon,https://www.metal-archives.com/bands/Morannon/5873,Black Metal,"Satanism, Darkness, Armageddon",Sweden,"Gävle, Gävleborg",N/A,1993
Morben,No match found,,,,,,,
Morbin,No match found,,,,,,,
Morchant,Morchant,https://www.metal-archives.com/bands/Morchant/3540329657,Black Metal,"Mystic, Vampyrism, Depression",Ukraine,"Odesa, Odesa Oblast",N/A,2011
Morco,No match found,,,,,,,
Mordirith,No match found,,,,,,,
Mordo,No match found,,,,,,,
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540289717,Brutal Death Metal/Grindcore,"Gore, Morbosity",Argentina,"San Miguel de Tucumán, Tucumán",N/A,2006
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3784,Heavy/Power Metal,N/A,Canada,"Vancouver, British Columbia",N/A,1995
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/118033,Black Metal,Satanism,Colombia,"Palmira, Valle del Cauca",N/A,2003
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540493655,Melodic Death Metal,Tolkien,Cuba,"Cienfuegos, Cienfuegos",N/A,2009
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/6893,Death Metal,N/A,Denmark,"Marslet, Midtjylland",N/A,1992
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/19560,Heavy Metal,N/A,Germany,"Wuppertal, North Rhine-Westphalia",N/A,1984
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540485394,Heavy Metal,N/A,Germany,"Offenbach, Hesse",N/A,N/A
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/18509,Doom/Death Metal (early/later); Gothic Rock (mid),N/A,Poland,"Częstochowa, Silesia",N/A,1990
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540498148,Heavy Metal,N/A,Poland,"Toruń, Kujawy-Pomerania",N/A,N/A
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540281965,Thrash/Death Metal,Politics,Serbia,"Šabac, Mačva",N/A,1993
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/34000,Thrash Metal,N/A,Spain,"Santander, Cantabria",N/A,1991
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/19852,"Black/Funeral Doom Metal, Industrial/Ambient","Tolkien, Darkness",Switzerland,"Lausanne, Vaud",N/A,1990
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540362824,Black Metal,"Fantasy (Tolkien, Warcraft, Conan)",United States,"Santa Ana, California",N/A,2010
Mordor,Mordor,https://www.metal-archives.com/bands/Mordor/3540407867,Black Metal,"Insanity, Misery, Depression, Melancholy",United States,"Memphis, Tennessee",N/A,2015
Mordor-orcs,No match found,,,,,,,
Mordordark,No match found,,,,,,,
Mordu,No match found,,,,,,,
Morenore,No match found,,,,,,,
Morgai,No match found,,,,,,,
Morgoth,Morgoth,https://www.metal-archives.com/bands/Morgoth/3540534402,Black Metal,"Darkness, Mythology, Paganism",Brazil,"Osasco, São Paulo",N/A,2016
Morgoth,Morgoth,https://www.metal-archives.com/bands/Morgoth/811,Death Metal (early/later); Industrial Rock (mid),"Death, Society, Personal issues",Germany,"Meschede, North Rhine-Westphalia",N/A,1987
Morgoth,Morgoth,https://www.metal-archives.com/bands/Morgoth/3540450000,Heavy Metal,N/A,Netherlands,"Oss, North Brabant",N/A,N/A
Morgoth,Morgoth,https://www.metal-archives.com/bands/Morgoth/3540298227,Black Metal,N/A,Norway,N/A,N/A,2009
Morgoth,Morgoth,https://www.metal-archives.com/bands/Morgoth/60102,Death Metal,N/A,Poland,"Bydgoszcz, Kujawy-Pomerania",N/A,1989
Morgoth Bauglir,Morgoth Bauglir,https://www.metal-archives.com/bands/Morgoth_Bauglir/3540270395,Black Metal,Egyptian Paganism,Mexico,"Tijuana, Baja California",N/A,2008
Morgul,Morgul,https://www.metal-archives.com/bands/Morgul/3331,Black Metal,"Death, Hatred, Horror, Insanity",Norway,"Råde, Østfold (early); Detroit, Michigan, United States (later)",N/A,1991
Morgul,Morgul,https://www.metal-archives.com/bands/Morgul/3540313741,Death Metal,N/A,United States,"Pittsfield, New Hampshire",N/A,N/A
Morgul Pass,No match found,,,,,,,
Morgul-blade,No match found,,,,,,,
Morgul-knife,No match found,,,,,,,
Morgul-knives,No match found,,,,,,,
Morgul-road,No match found,,,,,,,
Morgul-spell,No match found,,,,,,,
Morgul-vale,No match found,,,,,,,
Morgul-wound,No match found,,,,,,,
Morgulduin,No match found,,,,,,,
Morgulking,No match found,,,,,,,
Morgulknife,No match found,,,,,,,
Morgullord,No match found,,,,,,,
Morgulrats,No match found,,,,,,,
Morgulroad,No match found,,,,,,,
Morgulsheen,No match found,,,,,,,
Morgulspells,No match found,,,,,,,
Morgulstuff,No match found,,,,,,,
Morgulway,No match found,,,,,,,
Mori,No match found,,,,,,,
Moriagate,No match found,,,,,,,
Moriasilver,No match found,,,,,,,
Morici,No match found,,,,,,,
Morifinwë,No match found,,,,,,,
Morikotto,No match found,,,,,,,
Morinehtar,No match found,,,,,,,
Moringotto,No match found,,,,,,,
Morion,Morion,https://www.metal-archives.com/bands/Morion/60772,Gothic Metal,Love,Bulgaria,Sofia,N/A,2003
Morion,Morion,https://www.metal-archives.com/bands/Morion/47453,Black Metal,"Anti-Christianity, Satanism, Evil",Czechia,"Chrastava, Liberec Region",N/A,2000
Morion,Morion,https://www.metal-archives.com/bands/Morion/49130,Melodic Doom/Death Metal,N/A,Poland,"Poznań, Greater Poland",N/A,2004
Morionde,No match found,,,,,,,
Moriondor,No match found,,,,,,,
Moripendi,No match found,,,,,,,
Moriquendi,Moriquendi,https://www.metal-archives.com/bands/Moriquendi/44623,Power Metal,Fantasy,Canada,"Roberval, Quebec",N/A,2000
Moriquendi,Moriquendi,https://www.metal-archives.com/bands/Moriquendi/109220,Black/Folk Metal,"Instrumental, Celtic Legends, Middle Ages, J.R.R. Tolkien",France,"Lyon, Auvergne-Rhône-Alpes",N/A,2006
Mormegil,Mormegil,https://www.metal-archives.com/bands/Mormegil/3540447605,Melodic Death/Groove Metal,N/A,United Kingdom,"Grimsby, Lincolnshire, England",N/A,2015
Morn,Morn,https://www.metal-archives.com/bands/Morn/105016,Black Metal,"Darkness, Evil",Poland,"Poznań, Greater Poland",N/A,2006
Mornan,No match found,,,,,,,
Mornedhel,Mornedhel,https://www.metal-archives.com/bands/Mornedhel/3540453964,Symphonic Black Metal,Instrumental,Australia,N/A,N/A,N/A
Mornie,No match found,,,,,,,
Morning Tea,No match found,,,,,,,
Mornir,Mornir,https://www.metal-archives.com/bands/Mornir/3540369723,Pagan/Folk Metal,Battles,Germany,"Freising, Bavaria",N/A,2011
Moro Burrows,No match found,,,,,,,
Morqoth,No match found,,,,,,,
Morrowdim,No match found,,,,,,,
Morthond,Morthond,https://www.metal-archives.com/bands/Morthond/9235,Black Metal,"Paganism, Depression",United States,"Traverse City, Michigan",N/A,2001
Moru,Moru,https://www.metal-archives.com/bands/Moru/3540546308,Hardcore with Death Metal elements (early); Progressive Death Metal/Deathcore (later),N/A,United States,"Nashville, Tennessee",N/A,N/A
Morwe,No match found,,,,,,,
Morwen,Morwen,https://www.metal-archives.com/bands/Morwen/3540422696,Heavy Metal/Hard Rock,"Rebellion, Hope, Future thoughts",Argentina,"Mar del Plata, Buenos Aires",N/A,2001
Morwen,Morwen,https://www.metal-archives.com/bands/Morwen/64240,Melodic Heavy Metal with Folk elements,"Anti-industrialization, Inner struggles, Life",Germany,"Stuttgart, Baden-Württemberg",N/A,1995
Morwen Eledhwen,No match found,,,,,,,
Morwen Steelsheen,No match found,,,,,,,
Morwinyon,Morwinyon,https://www.metal-archives.com/bands/Morwinyon/3540474397,Atmospheric Black Metal,"Nature, Death, Cosmos",Italy,"Todi (Perugia), Umbria",N/A,2019
Mosco Burrows,No match found,,,,,,,
Mostly Autumn,No match found,,,,,,,
Moth,Moth,https://www.metal-archives.com/bands/Moth/3540343278,Sludge/Stoner/Doom Metal,N/A,Australia,"Melbourne, Victoria",N/A,2010
Moth,Moth,https://www.metal-archives.com/bands/Moth/3540466410,Melodic Doom/Death Metal,N/A,Colombia,"Manizales, Caldas",N/A,2017
Moth,Moth,https://www.metal-archives.com/bands/Moth/3540417719,Crossover/Thrash Metal,N/A,Sweden,"Gävle, Gävleborg",N/A,2014
Moth,Moth,https://www.metal-archives.com/bands/Moth/3540358326,Melodic Death Metal/Metalcore,"Introspection, Soul, Questions, Reality, Vibes, Anger, Depression",United States,"Denver, Colorado",N/A,2011
Mother-name,No match found,,,,,,,
Mount Caradhras,No match found,,,,,,,
Mount Doom,No match found,,,,,,,
Mount Ever-white,No match found,,,,,,,
Mount Fang,No match found,,,,,,,
Mount Gram,No match found,,,,,,,
Mount Gundabad,No match found,,,,,,,
Mount Mindolluin,No match found,,,,,,,
Mount Rerir,No match found,,,,,,,
Mount Sunday,No match found,,,,,,,
Mount Taniquetil,No match found,,,,,,,
Mount Taras,No match found,,,,,,,
MountDolmed,No match found,,,,,,,
Mountain Wall,No match found,,,,,,,
Mountain-troll,No match found,,,,,,,
Mountain-trollse,No match found,,,,,,,
Mountainkings,No match found,,,,,,,
Mountainpath,No match found,,,,,,,
Mugwort,Mugwort,https://www.metal-archives.com/bands/Mugwort/3540399884,Sludge/Doom Metal,N/A,United States,"Portland, Maine",N/A,N/A
Mugworth,No match found,,,,,,,
Muil,No match found,,,,,,,
Mumak,No match found,,,,,,,
Mumakil,Mumakil,https://www.metal-archives.com/bands/Mumakil/42307,Grindcore,"Warfare, Violence, Death, Anti-authoritarianism",Switzerland,"Geneva, Geneva",N/A,2004
Mundburg,No match found,,,,,,,
Mundo Sackville-Baggins,No match found,,,,,,,
Mungo Baggins,No match found,,,,,,,
Murmenalda,No match found,,,,,,,
Museum Replicas,No match found,,,,,,,
Muzgash,No match found,,,,,,,
My Armour Is Iron,No match found,,,,,,,
My Dear Frodo,No match found,,,,,,,
My Precious,No match found,,,,,,,
Myl,No match found,,,,,,,
Mystics,No match found,,,,,,,
Mythic Circle,No match found,,,,,,,
Mythloree,No match found,,,,,,,
Mythmoot,No match found,,,,,,,
Máhan,No match found,,,,,,,
Máhani,No match found,,,,,,,
Málambë,No match found,,,,,,,
Máma,No match found,,,,,,,
Mánfrið,No match found,,,,,,,
Mário Braga,No match found,,,,,,,
Mâchananaškad,No match found,,,,,,,
Mârim,No match found,,,,,,,
Médhor,No match found,,,,,,,
Mínil,No match found,,,,,,,
Mírdan,No match found,,,,,,,
Míri,No match found,,,,,,,
Míriel Þerindë,No match found,,,,,,,
Mānawenūz,No match found,,,,,,,
Nachaered,No match found,,,,,,,
Nacon,No match found,,,,,,,
Naechaerra,No match found,,,,,,,
Naeramarth,Naeramarth,https://www.metal-archives.com/bands/Naeramarth/3540432885,Extreme Progressive Metal,"Isolation, Existentialism, Cosmology",United States,"Salt Lake City, Utah",N/A,2012
Naffarin,No match found,,,,,,,
Naglur,No match found,,,,,,,
Naglur-Danlo,No match found,,,,,,,
Nahald,No match found,,,,,,,
Nahar,Nahar,https://www.metal-archives.com/bands/Nahar/28331,Black Metal,Death,France,"Saint-Héand, Auvergne-Rhône-Alpes",N/A,2000
Nahar,Nahar,https://www.metal-archives.com/bands/Nahar/3540438270,Raw Black Metal,N/A,Italy,N/A,N/A,N/A
Naharthe,No match found,,,,,,,
Nahta,No match found,,,,,,,
Nai,No match found,,,,,,,
Naimi,No match found,,,,,,,
Nain,No match found,,,,,,,
Nainie,No match found,,,,,,,
Naith,No match found,,,,,,,
Nala,No match found,,,,,,,
Nali,No match found,,,,,,,
Nalta,No match found,,,,,,,
Naltalma,No match found,,,,,,,
Naltariel,No match found,,,,,,,
Namarie,No match found,,,,,,,
Nambril,No match found,,,,,,,
Namo,No match found,,,,,,,
Nampat,No match found,,,,,,,
Nand,No match found,,,,,,,
Nand' Ondolunkava,No match found,,,,,,,
Nandin,No match found,,,,,,,
Nandini,No match found,,,,,,,
Nandir,No match found,,,,,,,
Nando,No match found,,,,,,,
Nandor,No match found,,,,,,,
Nandorin,No match found,,,,,,,
Nanduhirion,No match found,,,,,,,
Nanno,No match found,,,,,,,
Nantasarion,No match found,,,,,,,
Nantathren,No match found,,,,,,,
Nanwa,No match found,,,,,,,
Nanwen,No match found,,,,,,,
Nar,Nar,https://www.metal-archives.com/bands/Nar/3540531357,Death Metal,"Death, Society, Corruption, War",Indonesia,N/A,N/A,N/A
Nar,Nar,https://www.metal-archives.com/bands/Nar/3540376042,Melodic Black Metal,N/A,Malta,"Fgura, South Eastern Region",N/A,2013
Narag-zâram,No match found,,,,,,,
Narbeleth,Narbeleth,https://www.metal-archives.com/bands/Narbeleth/3540318450,Black Metal,"Darkness, Black Metal, Blasphemy",Cuba,"Havana (early); Pontevedra, Galicia, Spain (later)",N/A,2008
Narchost,Narchost,https://www.metal-archives.com/bands/Narchost/3540372237,Black/Thrash Metal,"Satanism, Darkness, Occultism",Czechia,Prague,N/A,2010
Nardi,No match found,,,,,,,
Nardol,No match found,,,,,,,
Nargil,No match found,,,,,,,
Nargil Pass,No match found,,,,,,,
Nargos,No match found,,,,,,,
Nargothrond,Nargothrond,https://www.metal-archives.com/bands/Nargothrond/12606,Black Metal,N/A,Germany,"Münster, North Rhine-Westphalia",N/A,1994
Nargothrond,Nargothrond,https://www.metal-archives.com/bands/Nargothrond/108684,Black Metal,"Anti-Christianity, Darkness, Nature, Misanthropy",Greece,"Athens, Attica",N/A,2001
Nargothrond,Nargothrond,https://www.metal-archives.com/bands/Nargothrond/20858,Black Metal,J.R.R. Tolkien's Fantasy Universe,Portugal,"Amora, Setúbal",N/A,1997
Nargothrond,Nargothrond,https://www.metal-archives.com/bands/Nargothrond/3540257970,Black Metal,N/A,United Kingdom,"Broadstairs, Kent, England",N/A,1997
Nargun,No match found,,,,,,,
Narie,No match found,,,,,,,
Narl,No match found,,,,,,,
Narmacil,No match found,,,,,,,
Narn,No match found,,,,,,,
Narn I Chin Hurin,No match found,,,,,,,
Narog,Narog,https://www.metal-archives.com/bands/Narog/24421,Black Metal,Dark folklore,Australia,Victoria,N/A,2000
Narogostrond,No match found,,,,,,,
Narqelion,No match found,,,,,,,
Narquelie,No match found,,,,,,,
Narquelion,No match found,,,,,,,
Narrow Ice,No match found,,,,,,,
Narrow Land,No match found,,,,,,,
Narrows,No match found,,,,,,,
Narsil,Narsil,https://www.metal-archives.com/bands/Narsil/3540379586,Pagan Metal,N/A,Germany,"Mühldorf am Inn/Altötting, Bavaria",N/A,2010
Narsilion,Narsilion,https://www.metal-archives.com/bands/Narsilion/9477,Melodic Death Metal,"Life, Death, Hate, Suffering",United States,"Richmond, Virginia",N/A,2000
Narthseg,No match found,,,,,,,
Naruka,No match found,,,,,,,
Narvi,No match found,,,,,,,
Narvinye,No match found,,,,,,,
Narwain,No match found,,,,,,,
Narwhals,No match found,,,,,,,
Narya,No match found,,,,,,,
Narzug,Narzug,https://www.metal-archives.com/bands/Narzug/3540529786,Black Metal/Dungeon Synth,"Middle Ages, Darkness, Mysticism",Ukraine,"Kropyvnytskyi, Kirovohrad Oblast",N/A,2021
Narâg,No match found,,,,,,,
Narþil,No match found,,,,,,,
Nasmith,No match found,,,,,,,
Nataša Tučev,No match found,,,,,,,
Natura Apis,No match found,,,,,,,
Naug,No match found,,,,,,,
Naugladur,No match found,,,,,,,
Nauglafring,No match found,,,,,,,
Nauglamir,No match found,,,,,,,
Nauglamlr,No match found,,,,,,,
Naugrim,Naugrim,https://www.metal-archives.com/bands/Naugrim/3540533825,Metalcore,N/A,Australia,"Sydney, New South Wales",N/A,2021
Naugrim,Naugrim,https://www.metal-archives.com/bands/Naugrim/3540425860,Raw Black Metal,"Satanism, Norse Mythology",Sweden,Stockholm,N/A,2016
Naur,No match found,,,,,,,
Naurivor,No match found,,,,,,,
Nauro,No match found,,,,,,,
Nautar,No match found,,,,,,,
Navarot,No match found,,,,,,,
Nazanin Boniadi,No match found,,,,,,,
Nazg,No match found,,,,,,,
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/118030,Black Metal,"Lust, Evil, Hate, Anti-Christianity, Satanism",Colombia,"Cali, Valle del Cauca",N/A,2004
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/3540475383,Heavy Metal,N/A,Czechia,Prague,N/A,2016
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/3540512989,Black Metal,Legends & Myths,Italy,"Cosio Valtellino (Sondrio), Lombardy",N/A,2003
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/28926,Thrash Metal,"Death, Violence, Terror",Poland,"Olsztyn, Warmia-Masuria",N/A,1999
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/96803,Death Metal,N/A,Russia,Moscow,N/A,1993
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/6439,Black Metal,"Paganism, Iberia, Patriotism, History, Heritage, Nature, Mysticism",Spain,"Madrid, Community of Madrid",N/A,1995
Nazgul,Nazgul,https://www.metal-archives.com/bands/Nazgul/31576,Black/Thrash Metal,"Tyranny, Terror, Satanism",United States,"Seattle, Washington",N/A,1994
Nazgul-bird,No match found,,,,,,,
Nazgyl,No match found,,,,,,,
Nbli,No match found,,,,,,,
Ndengin,No match found,,,,,,,
Near Harad,No match found,,,,,,,
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/21827,Death/Thrash Metal,N/A,Brazil,"Rio de Janeiro, Rio de Janeiro",N/A,1986
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/9448,Death Metal,N/A,Bulgaria,"Burgas, Burgas",N/A,1989
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540257815,Progressive Death/Thrash Metal,Evil,Colombia,"Cali, Valle del Cauca",N/A,2005
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/14525,Raw Black Metal,Satanism,El Salvador,"San Salvador, San Salvador",N/A,2000
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/27525,Speed/Thrash Metal,N/A,Finland,"Hyvinkää, Uusimaa",N/A,1986
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540530693,Black Metal,"Skibidi toilet, Baby Shark",Finland,"Espoo, Uusimaa",N/A,2023
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540451205,Black/Thrash Metal,"Chaos, Destruction",Germany,"Rostock, Mecklenburg-Vorpommern",N/A,2016
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540261771,Black Metal,N/A,Indonesia,N/A,N/A,N/A
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540328465,Death/Thrash Metal,N/A,Italy,"Rome, Lazio",N/A,2009
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540365269,Groove/Thrash Metal/Crossover,"War, Darkness, Death, Destruction",Mexico,"Tehuacan, Puebla",N/A,2011
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540303875,Death Metal,N/A,Poland,"Ostrowiec Świętokrzyski, Świętokrzyskie",N/A,1990
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540335183,Death Metal,"Darkness, Evil, Death, Battles",Poland,"Biała Podlaska, Lublin",N/A,N/A
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/56618,Death Metal,"Brutality, Blood, Death",Russia,"Rostov-on-Don, Rostov Oblast",N/A,1992
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540262113,Thrash/Doom Metal,N/A,Switzerland,Zürich,N/A,1984
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540452887,Death Metal,N/A,United States,"Laurel Springs, New Jersey",N/A,N/A
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540474121,Thrash Metal,N/A,United States,"Rockland, Massachusetts",N/A,N/A
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540510860,Black Metal,N/A,United States,"Tampa, Florida",N/A,2021
Necromancer,Necromancer,https://www.metal-archives.com/bands/Necromancer/3540551894,Groove/Nu-Metal,N/A,United States,"Dallas, Texas",N/A,N/A
Neder,No match found,,,,,,,
Needlehole,No match found,,,,,,,
Needlewoman,No match found,,,,,,,
Neekerbreekers,No match found,,,,,,,
Neithan,Neithan,https://www.metal-archives.com/bands/Neithan/68020,Black Metal,"Suicide, Philosophy, Nihilism, Pessimism",Germany,Berlin,N/A,2004
Neldië,No match found,,,,,,,
Neldor,No match found,,,,,,,
Neldoreth,Neldoreth,https://www.metal-archives.com/bands/Neldoreth/5335,Black Metal,"Evil, Darkness, Old Legends",Italy,"Cosio Valtellino (Sondrio), Lombardy",N/A,2001
Neldoreth,Neldoreth,https://www.metal-archives.com/bands/Neldoreth/3540428079,Thrash/Death Metal,N/A,Spain,"Erandio, Basque Country",N/A,N/A
Neldë,No match found,,,,,,,
Neled,No match found,,,,,,,
Nellas,No match found,,,,,,,
Nelmer,No match found,,,,,,,
Nelmir,No match found,,,,,,,
Nelwe,No match found,,,,,,,
Nelya,No match found,,,,,,,
Nelyafinwe,No match found,,,,,,,
Nelyar,No match found,,,,,,,
Nemi,No match found,,,,,,,
Nen,No match found,,,,,,,
Nen Cenedril,No match found,,,,,,,
Nen Echui,No match found,,,,,,,
Nen Girith,No match found,,,,,,,
Nen Hithoel,No match found,,,,,,,
Nen Lalaith,No match found,,,,,,,
Nenar,No match found,,,,,,,
Nenarand,No match found,,,,,,,
Nende,No match found,,,,,,,
Nenime,No match found,,,,,,,
Nenning,No match found,,,,,,,
Nenuial,Nenuial,https://www.metal-archives.com/bands/Nenuial/3540458109,Black Metal,N/A,Germany,Bavaria,N/A,2013
Nenuvar,No match found,,,,,,,
Nenya,No match found,,,,,,,
Neo-Elvish,No match found,,,,,,,
Neo-Quenya,No match found,,,,,,,
Neo-Sindarin,No match found,,,,,,,
Neo-eldarin,No match found,,,,,,,
Nerdanel,No match found,,,,,,,
Nereb,No match found,,,,,,,
Nermi,No match found,,,,,,,
Nermil,No match found,,,,,,,
Nermir,No match found,,,,,,,
Nernehta,No match found,,,,,,,
Nertë,No match found,,,,,,,
Nerwen,No match found,,,,,,,
Nessamelda,No match found,,,,,,,
Nessanie,No match found,,,,,,,
Nestegi,No match found,,,,,,,
Neth,No match found,,,,,,,
Nether Darkness,No match found,,,,,,,
Nette,No match found,,,,,,,
Neuro,No match found,,,,,,,
Nevbosh,No match found,,,,,,,
Nevill Coghill,No match found,,,,,,,
Nevrast,Nevrast,https://www.metal-archives.com/bands/Nevrast/3540392334,Black Metal,N/A,Italy,"Pavia, Lombardy",N/A,2008
Nevraste,No match found,,,,,,,
New Kôr,No match found,,,,,,,
New Lands,No match found,,,,,,,
New Lodge Stonyhurst,No match found,,,,,,,
New Mill,No match found,,,,,,,
New Reckoning,No match found,,,,,,,
Newburye,No match found,,,,,,,
Nguruk,No match found,,,,,,,
Nia,No match found,,,,,,,
Nial,No match found,,,,,,,
Niben-nog,No match found,,,,,,,
Nibin,No match found,,,,,,,
Nibin-Nogrim,No match found,,,,,,,
Nibin-noeg,No match found,,,,,,,
Nibs Cotton,No match found,,,,,,,
Nickel Creek,No match found,,,,,,,
Nielikki,No match found,,,,,,,
Nieliqi,No match found,,,,,,,
Nieliqui,No match found,,,,,,,
Nielluin,No match found,,,,,,,
Nielthi,No match found,,,,,,,
Nienna,No match found,,,,,,,
Nienor,Nienor,https://www.metal-archives.com/bands/Nienor/100667,Symphonic Black Metal,"Death, Pain",Czechia,"Trhové Sviny, South Bohemian Region",N/A,2005
