Search Name,Band Name,URL,Genre,Themes,Country,Location,Status,Formed
Silmarilfrom,No match found,,,,,,,
Silmarilli,No match found,,,,,,,
Silmarillion,No match found,,,,,,,
Silmarillon,No match found,,,,,,,
Silme,No match found,,,,,,,
Silmesse,No match found,,,,,,,
Silmo,No match found,,,,,,,
Silpion,No match found,,,,,,,
Silubrilt,No match found,,,,,,,
Silubrilthin,No match found,,,,,,,
Silverfoot,No match found,,,,,,,
Silverlode,No match found,,,,,,,
Silverti,No match found,,,,,,,
Silvertine,No match found,,,,,,,
Simbelmyne,Simbelmyne,https://www.metal-archives.com/bands/Simbelmyne/3540378462,Black Metal/Ambient,"Personal conflicts, Suffering, Nostalgia",United States,Oregon,N/A,N/A
Sinda,No match found,,,,,,,
Sindacollo,No match found,,,,,,,
Sindanorie,No match found,,,,,,,
Sindar,No match found,,,,,,,
Sindari,No match found,,,,,,,
Sindarin,Sindarin,https://www.metal-archives.com/bands/Sindarin/3540278462,Symphonic Black Metal/Ambient,"Christianity, Nature, J.R.R. Tolkien",United States,"Torrance, California",N/A,N/A
Sindarinnorcf,No match found,,,,,,,
Sindel,No match found,,,,,,,
Sindeldi,No match found,,,,,,,
Sindicollo,No match found,,,,,,,
Sindo,No match found,,,,,,,
Singe,No match found,,,,,,,
Singollo,No match found,,,,,,,
Sinome,No match found,,,,,,,
Sir Angren,No match found,,,,,,,
Sir Ninglor,No match found,,,,,,,
Sir Orfeo,No match found,,,,,,,
Sirannon,Sirannon,https://www.metal-archives.com/bands/Sirannon/3540332386,Black Metal (early); Epic Pagan Metal (later),"Paganism, Mythology, History",Türkiye,"İzmir, İzmir / Istanbul",N/A,2005
Siril,No match found,,,,,,,
Sirion,Sirion,https://www.metal-archives.com/bands/Sirion/3540377130,Melodic Death/Power Metal,"Space, Apocalypse, Artificial Intelligence",United States,"Los Angeles, California",N/A,2011
Siriondil,Siriondil,https://www.metal-archives.com/bands/Siriondil/3540528528,Atmospheric Black Metal/Dungeon Synth,Tolkien,United Kingdom,"London, England",N/A,N/A
Sirith,No match found,,,,,,,
Sirnumen,No match found,,,,,,,
Sithaloth,No match found,,,,,,,
Sixth Age,No match found,,,,,,,
Skin-changer,No match found,,,,,,,
Skinbark,No match found,,,,,,,
Skorgrím,No match found,,,,,,,
Skorgrím Dourhand,No match found,,,,,,,
Slag,Slag,https://www.metal-archives.com/bands/Slag/3540483323,Groove/Thrash Metal,N/A,United States,N/A,N/A,N/A
Slag,Slag,https://www.metal-archives.com/bands/Slag/3540550001,Black/Doom Metal,N/A,United States,"Florence, Kentucky",N/A,N/A
Slag-hills,No match found,,,,,,,
Slamsoft,No match found,,,,,,,
Slinker,No match found,,,,,,,
Smakkabagms,No match found,,,,,,,
Smallburrow,No match found,,,,,,,
Smaug,Smaug,https://www.metal-archives.com/bands/Smaug/3540462681,Black Metal,N/A,Russia,"Stavropol, Stavropol Krai",N/A,N/A
Smaug,Smaug,https://www.metal-archives.com/bands/Smaug/114807,Heavy/Doom/Thrash Metal,"Epic journeys, Barbarianism, Slaying dragons",United States,"Colorado Springs, Colorado",N/A,2005
Smauge,No match found,,,,,,,
Smea,No match found,,,,,,,
Smeagol,No match found,,,,,,,
Smial,No match found,,,,,,,
Smials,No match found,,,,,,,
Smjagol,No match found,,,,,,,
Smrd,No match found,,,,,,,
Snad,No match found,,,,,,,
Snaga,No match found,,,,,,,
Snaggleroot,No match found,,,,,,,
Snails,No match found,,,,,,,
Snorri,Snorri,https://www.metal-archives.com/bands/Snorri/3540418693,Black Metal,N/A,Australia,"Perth, Western Australia",N/A,2016
Snow Man,No match found,,,,,,,
Snow-elves,No match found,,,,,,,
Snow-men,No match found,,,,,,,
Snow-troll,No match found,,,,,,,
Snowbourn,No match found,,,,,,,
Snowmane,No match found,,,,,,,
Snowthorn,No match found,,,,,,,
Snowwhite,No match found,,,,,,,
Snufflers,No match found,,,,,,,
Solisimpi,No match found,,,,,,,
Solmath,Solmath,https://www.metal-archives.com/bands/Solmath/11456,Blackened Heavy Metal,"War, Darkness",Finland,"Vaala, Pohjois-Pohjanmaa",N/A,2003
Soloneldi,No match found,,,,,,,
Solosimpi,No match found,,,,,,,
Solosimpilin,No match found,,,,,,,
Solwë,No match found,,,,,,,
Something Has Gone Crack,No match found,,,,,,,
Somethings,No match found,,,,,,,
Soni Alcorn-Hender,No match found,,,,,,,
Sophisticated Games,No match found,,,,,,,
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/3540433834,Power Metal,N/A,Argentina,Buenos Aires,N/A,2017
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/43224,Death/Thrash Metal,"Death, War",Chile,"Villa Alemana, Valparaíso",N/A,1995
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/38834,Black Metal,"Pagan rituals, Hatred, Darkness, Ancient wars",Germany,"Würzburg, Bavaria",N/A,1993
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/92529,Death/Thrash Metal,N/A,Netherlands,"Schiedam, South Holland",N/A,1986
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/19985,Power Metal,"Polish hussars, Aryan Kurgan Slavic Legends",Poland,"Kielce, Świętokrzyskie",N/A,2002
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/5906,Epic Doom Metal,"History, Fantasy, Battles, Death",Sweden,Stockholm,N/A,1988
Sorcerer,Sorcerer,https://www.metal-archives.com/bands/Sorcerer/3540496723,Melodic Heavy Metal/Hard Rock,N/A,United States,"Philadelphia, Pennsylvania",N/A,1989
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/17188,Brutal Death Metal,"Gore, Death, Violence",Argentina,"Junín, Buenos Aires",N/A,2000
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/12971,Death Metal,"Death, Occultism",Brazil,"Ourinhos, São Paulo",N/A,1993
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/60741,Thrash Metal,N/A,Brazil,"São Paulo, São Paulo",N/A,1986
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/60740,Black Metal,"Witchcraft, H.P. Lovecraft",France,"Rennes, Brittany",N/A,2000
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/3540500770,Thrash Metal/Crossover,N/A,Netherlands,"Dinxperlo, Gelderland",N/A,1990
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/12777,Power Metal,N/A,Spain,"Barcelona, Catalonia",N/A,N/A
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/19663,Hard Rock/Heavy Metal,"Fantasy, Love, Emotions",United States,"Chicago, Illinois",N/A,1975
Sorcery,Sorcery,https://www.metal-archives.com/bands/Sorcery/34485,Black Metal,"Anti-Christianity, Mysticism, Misanthropy",United States,"Providence, Rhode Island",N/A,2000
Sornekiris,No match found,,,,,,,
Soron,No match found,,,,,,,
Sorontar,No match found,,,,,,,
Sorontil,No match found,,,,,,,
Soronto,No match found,,,,,,,
Sorontur,No match found,,,,,,,
Soronume,No match found,,,,,,,
Soundestiny,No match found,,,,,,,
Soury,No match found,,,,,,,
South Africa,No match found,,,,,,,
South Away,No match found,,,,,,,
South Downs,No match found,,,,,,,
South Gondor,No match found,,,,,,,
South Ithilien,No match found,,,,,,,
South Road,No match found,,,,,,,
South Undeep,No match found,,,,,,,
South-kingdom,No match found,,,,,,,
South-victor,No match found,,,,,,,
Southend,No match found,,,,,,,
Southern Army,No match found,,,,,,,
Southern Fiefse,No match found,,,,,,,
Southern Mirkwood,No match found,,,,,,,
Southfarth,No match found,,,,,,,
Southfarthing,No match found,,,,,,,
Southkingdom,No match found,,,,,,,
Southlands,No match found,,,,,,,
Southlinch,No match found,,,,,,,
Southrealm,No match found,,,,,,,
Southrons,No match found,,,,,,,
Southward Road,No match found,,,,,,,
Soval Phare,No match found,,,,,,,
Space Trilogy,No match found,,,,,,,
Spalasta,No match found,,,,,,,
Spanga,No match found,,,,,,,
Spania,Spania,https://www.metal-archives.com/bands/Spania/3540530317,Pagan Black Metal,N/A,Spain,"Barcelona, Catalonia",N/A,N/A
Spark-dragon,No match found,,,,,,,
Sparrowsong,No match found,,,,,,,
Specter,No match found,,,,,,,
Spectre,No match found,,,,,,,
Splintered Light,No match found,,,,,,,
Sprightly Running,No match found,,,,,,,
Springle-ring,No match found,,,,,,,
Springlering,No match found,,,,,,,
Springshe,No match found,,,,,,,
Sprite,No match found,,,,,,,
Spyhill,No match found,,,,,,,
Squint-eyed Southerner,No match found,,,,,,,
Srune,No match found,,,,,,,
Ssss,No match found,,,,,,,
Staddle,No match found,,,,,,,
Stair Falls,No match found,,,,,,,
Standelf,No match found,,,,,,,
Standing Silence,No match found,,,,,,,
Standing Stone,No match found,,,,,,,
Standing Stone Games,No match found,,,,,,,
Stanislava Pošustová,No match found,,,,,,,
Stapeldon Magazine,No match found,,,,,,,
Starbrow,No match found,,,,,,,
Starkhorn,No match found,,,,,,,
Starlings,No match found,,,,,,,
Starmoon,No match found,,,,,,,
Starwards,No match found,,,,,,,
Steelsheen,No match found,,,,,,,
Sterday,No match found,,,,,,,
Sterrendei,No match found,,,,,,,
Stiffbeard,No match found,,,,,,,
Stinker,No match found,,,,,,,
Stock Road,No match found,,,,,,,
Stock-brook,No match found,,,,,,,
Stockbrook,No match found,,,,,,,
Stone Street Studio,No match found,,,,,,,
Stone-city,No match found,,,,,,,
Stone-giants,No match found,,,,,,,
Stone-houses,No match found,,,,,,,
Stone-troll,No match found,,,,,,,
Stonebows,No match found,,,,,,,
Stonecity,No match found,,,,,,,
Stonefolks,No match found,,,,,,,
Stonefoot,No match found,,,,,,,
Stonehelm,No match found,,,,,,,
Stonehousefolk,No match found,,,,,,,
Stonehouses,No match found,,,,,,,
Stonewain,No match found,,,,,,,
Stonewain Valley,No match found,,,,,,,
Stoning-land,No match found,,,,,,,
Stoningland,No match found,,,,,,,
Stonyfaced,No match found,,,,,,,
Stoor,No match found,,,,,,,
Stoorish,No match found,,,,,,,
Stoors,No match found,,,,,,,
Stormcrow,No match found,,,,,,,
Stormfront Studios,No match found,,,,,,,
Stout-axe,No match found,,,,,,,
Straight Path,No match found,,,,,,,
Straight Road,No match found,,,,,,,
Straight Stair,No match found,,,,,,,
Strawberries,No match found,,,,,,,
Strawheads,No match found,,,,,,,
Stricken Anvil,No match found,,,,,,,
Strider,Strider,https://www.metal-archives.com/bands/Strider/3540460819,Heavy Metal,N/A,Finland,"Helsinki, Uusimaa",N/A,2015
Strider,Strider,https://www.metal-archives.com/bands/Strider/3540410725,Stoner Metal,N/A,Indonesia,"Malang, East Java",N/A,2014
Strider,Strider,https://www.metal-archives.com/bands/Strider/44471,Heavy/Power Metal,"Horror, Science fiction",Italy,"Perugia, Umbria",N/A,2000
Strider,Strider,https://www.metal-archives.com/bands/Strider/3540462044,Stoner Metal,"Introspection, Existentialism, Psychedelia",Türkiye,Ankara,N/A,2015
Strongbow,No match found,,,,,,,
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/104730,Death Metal,"War, Religion, Horror, Gore",France,"Le Havre, Normandy",N/A,1999
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/118112,Progressive Metal,N/A,Germany,"Frankfurt, Hesse",N/A,1999
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/5470,Black/Thrash Metal,"Terrorism, Death",Netherlands,"Tilburg, North Brabant",N/A,1998
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/62378,Gothic Metal,N/A,Poland,"Kraków, Lesser Poland",N/A,1998
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/3540380144,Groove Metal/Metalcore,N/A,Russia,"Yaroslavl, Yaroslavl Oblast",N/A,2005
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/3540433061,Black Metal/Ambient,"Nature, Medieval themes, Paganism",Slovakia,"Bratislava, Bratislava",N/A,2003
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/3540305359,Thrash Metal,N/A,Sweden,"Uppsala, Uppsala",N/A,N/A
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/3540327117,Death/Thrash Metal,"White nationalism, National Socialism, Christian Identity, War",United States,"Las Vegas, Nevada",N/A,1995
Stronghold,Stronghold,https://www.metal-archives.com/bands/Stronghold/39561,Heavy Metal,N/A,United States,"Irwin, Pennsylvania",N/A,N/A
Stunted People,No match found,,,,,,,
Stybba,No match found,,,,,,,
Su Klukka Heljar,No match found,,,,,,,
Suffield,No match found,,,,,,,
Suithlas,No match found,,,,,,,
Sul,No match found,,,,,,,
Suladan,No match found,,,,,,,
Sulime,No match found,,,,,,,
Sulimo,No match found,,,,,,,
Summerdays,No match found,,,,,,,
Summerfilth,No match found,,,,,,,
Summoning,Summoning,https://www.metal-archives.com/bands/Summoning/29,Epic/Atmospheric Black Metal,"Occult (early); Fantasy (Tolkien, Moorcock), Medieval themes, Nature (later)",Austria,Vienna,N/A,1993
Sunda,No match found,,,,,,,
Sundering Seas,No match found,,,,,,,
Sundo,No match found,,,,,,,
Sundocarme,No match found,,,,,,,
Sundoma,No match found,,,,,,,
Sunlands,No match found,,,,,,,
Sunlending,No match found,,,,,,,
Sunless Year,No match found,,,,,,,
Sunll,No match found,,,,,,,
Sunnendei,No match found,,,,,,,
Suovetaurilius,No match found,,,,,,,
Suri-kyla,No match found,,,,,,,
Surion,No match found,,,,,,,
Suriquesse,No match found,,,,,,,
Surreal Software,No match found,,,,,,,
Suruli,No match found,,,,,,,
Svarthy,No match found,,,,,,,
Swamps,Swamps,https://www.metal-archives.com/bands/Swamps/3540355109,Crossover/Thrash Metal,N/A,United States,"Springfield, Massachusetts",N/A,2010
Swan-ship,No match found,,,,,,,
Swanfleet,No match found,,,,,,,
Swanhaven,No match found,,,,,,,
Swanship,No match found,,,,,,,
Swarthy Men,No match found,,,,,,,
Sweet Galenas,No match found,,,,,,,
Swertings,No match found,,,,,,,
Swish-tail,No match found,,,,,,,
Swishtail,No match found,,,,,,,
Swords & Sorcery,No match found,,,,,,,
Swordthatwasbroken,No match found,,,,,,,
Sylfs,No match found,,,,,,,
Sylph,Sylph,https://www.metal-archives.com/bands/Sylph/13645,Gothic/Death/Black Metal,N/A,Japan,"Sagamihara, Kanagawa Prefecture",N/A,2001
Syx Mynet,No match found,,,,,,,
Síma,No match found,,,,,,,
Súle,No match found,,,,,,,
Súlimi,No match found,,,,,,,
Súru,No match found,,,,,,,
Súthburg,No match found,,,,,,,
Sûza,No match found,,,,,,,
Taeglin,No match found,,,,,,,
Taeglind,No match found,,,,,,,
Taen,No match found,,,,,,,
Tagula,No match found,,,,,,,
Taiglin,No match found,,,,,,,
Taiglind,No match found,,,,,,,
Taimavar,No match found,,,,,,,
Taimo,No match found,,,,,,,
Taimondo,No match found,,,,,,,
Taimordo,No match found,,,,,,,
Tal-Elmar,No match found,,,,,,,
Talagan Silvertongue,No match found,,,,,,,
Talagand,No match found,,,,,,,
Talan,No match found,,,,,,,
Talat,No match found,,,,,,,
Talath,No match found,,,,,,,
Talath Dirnen,No match found,,,,,,,
Talath Rhúnen,No match found,,,,,,,
Talbor,No match found,,,,,,,
Tale-fire,No match found,,,,,,,
Tales Before Narnia,No match found,,,,,,,
Talion,Talion,https://www.metal-archives.com/bands/Talion/3540457253,Groove/Thrash Metal,N/A,Bolivia,"Tarija, Tarija",N/A,2016
Talion,Talion,https://www.metal-archives.com/bands/Talion/104342,Death Metal/Deathcore,N/A,Germany,"Halberstadt, Saxony-Anhalt",N/A,2005
Talion,Talion,https://www.metal-archives.com/bands/Talion/3540317134,Thrash Metal,"Social issues, Politics, Horror movies",Greece,"Thessaloniki, Central Macedonia",N/A,N/A
Talion,Talion,https://www.metal-archives.com/bands/Talion/112870,Heavy Metal,N/A,Spain,"Erandio/Bilbao, Basque Country",N/A,1984
Talion,Talion,https://www.metal-archives.com/bands/Talion/6790,Speed/Thrash/Death Metal (early); Thrash/Black Metal (later),"Death, Society, History, Psychology, Misery",Sweden,"Växjö, Kronoberg (early); Stockholm (later)",N/A,1998
Talion,Talion,https://www.metal-archives.com/bands/Talion/3540367692,Heavy Metal,"Struggles, Death",United States,"Pittsburgh, Pennsylvania",N/A,N/A
Talion,Talion,https://www.metal-archives.com/bands/Talion/3540493708,Thrash Metal,N/A,United States,"Omaha, Nebraska",N/A,N/A
Taliska,No match found,,,,,,,
Taliskan,No match found,,,,,,,
Tamildo,No match found,,,,,,,
Taniquelasse,No match found,,,,,,,
Taniquetil,No match found,,,,,,,
Tansoft,No match found,,,,,,,
Tanta Hornblower,No match found,,,,,,,
Tanyasalpe,No match found,,,,,,,
Tar Kalimos,No match found,,,,,,,
Tar-Alcarin,No match found,,,,,,,
Tar-Aldarion,No match found,,,,,,,
Tar-Amandil,No match found,,,,,,,
Tar-Anarion,No match found,,,,,,,
Tar-Ancalime,No match found,,,,,,,
Tar-Ancalimon,No match found,,,,,,,
Tar-Anducal,No match found,,,,,,,
Tar-Ardamin,No match found,,,,,,,
Tar-Atanamir,No match found,,,,,,,
Tar-Calion,No match found,,,,,,,
Tar-Calmacil,No match found,,,,,,,
Tar-Ciryatan,No match found,,,,,,,
Tar-Elendil,No match found,,,,,,,
Tar-Elestirne,No match found,,,,,,,
Tar-Falassion,No match found,,,,,,,
Tar-Herunumen,No match found,,,,,,,
Tar-Hostamir,No match found,,,,,,,
Tar-Meneldur,No match found,,,,,,,
Tar-Minastir,No match found,,,,,,,
Tar-Minyatur,No match found,,,,,,,
Tar-Miriel,No match found,,,,,,,
Tar-Palantir,No match found,,,,,,,
Tar-Surion,No match found,,,,,,,
Tar-Telemmaite,No match found,,,,,,,
Tar-Telemnar,No match found,,,,,,,
Tar-Telperien,No match found,,,,,,,
Tar-Vanimelde,No match found,,,,,,,
Tar-Vardamir,No match found,,,,,,,
Tar-kulu,No match found,,,,,,,
Tar-mairon,No match found,,,,,,,
Tarambolaika,No match found,,,,,,,
Tarancalimon,No match found,,,,,,,
Tarannon,No match found,,,,,,,
Tarannon Falastur,No match found,,,,,,,
Taras,No match found,,,,,,,
Taras Lúna,No match found,,,,,,,
Taras-ness,No match found,,,,,,,
Taratanamir,No match found,,,,,,,
Tarcalion,No match found,,,,,,,
Tarcil,No match found,,,,,,,
Tarciryan,No match found,,,,,,,
Tarciryatan,No match found,,,,,,,
Tareg,No match found,,,,,,,
Tareldar,No match found,,,,,,,
Tarelendil,No match found,,,,,,,
Targon,No match found,,,,,,,
Tarhil,No match found,,,,,,,
Tari,No match found,,,,,,,
Tarindor,No match found,,,,,,,
Tarion,No match found,,,,,,,
Tark,No match found,,,,,,,
Tarkil,No match found,,,,,,,
Tarlang,No match found,,,,,,,
Tarlangs,No match found,,,,,,,
Tarmasundar,No match found,,,,,,,
Tarmenel,No match found,,,,,,,
Tarminastir,No match found,,,,,,,
Tarminyatur,No match found,,,,,,,
Tarmiriel,No match found,,,,,,,
Tarn,No match found,,,,,,,
Tarn Aeluin,No match found,,,,,,,
Tarnin Austa,No match found,,,,,,,
Tarnost,No match found,,,,,,,
Tarnufuin,No match found,,,,,,,
Tarondor,No match found,,,,,,,
Tarostar,No match found,,,,,,,
Tarpal,No match found,,,,,,,
Tarpalantir,No match found,,,,,,,
Taruitharn,No match found,,,,,,,
Taruithorn,No match found,,,,,,,
Taruithron,No match found,,,,,,,
Taruktarna,No match found,,,,,,,
Tarumbar,No match found,,,,,,,
Tarâg,No match found,,,,,,,
Tasarinan,No match found,,,,,,,
Tassa,No match found,,,,,,,
Tater,No match found,,,,,,,
Tathar,No match found,,,,,,,
Tathren,No match found,,,,,,,
Tathrobel,No match found,,,,,,,
Tatie,No match found,,,,,,,
