Search Name,Band Name,URL,Match Type
Morthond,Morthond  ,https://www.metal-archives.com/bands/Morthond/9235,exact
Morwen,Morwen  ,https://www.metal-archives.com/bands/Morwen/3540422696,exact
Morwen,Morwen  ,https://www.metal-archives.com/bands/Morwen/64240,exact
Morwen,Mörwen  ,https://www.metal-archives.com/bands/M%C3%B6rwen/3540329252,exact
Morwen,Tol Morwen  ,https://www.metal-archives.com/bands/Tol_Morwen/3540447572,exact
Mountainkings,No match found,,none
Mountainpath,No match found,,none
Muil,Emyn Muil  ,https://www.metal-archives.com/bands/Emyn_Muil/3540358234,exact
Mumak,No match found,,none
Mundburg,No match found,,none
Muzgash,No match found,,none
Nachaered,No match found,,none
Naeramarth,Naeramarth  ,https://www.metal-archives.com/bands/Naeramarth/3540432885,exact
Nahar,Nahar  ,https://www.metal-archives.com/bands/Nahar/28331,exact
Nahar,Nahar  ,https://www.metal-archives.com/bands/Nahar/3540438270,exact
Naharthe,No match found,,none
Nai,"まだ見たことのないセカイ (a.k.a. Mada Mita Koto no Nai Sekai, Mada Mitakoto no Nai Sekai, Madaseka, まだセカ) ",https://www.metal-archives.com/bands/%E3%81%BE%E3%81%A0%E8%A6%8B%E3%81%9F%E3%81%93%E3%81%A8%E3%81%AE%E3%81%AA%E3%81%84%E3%82%BB%E3%82%AB%E3%82%A4/3540459376,exact
Naith,No match found,,none
Nambril,No match found,,none
Namo,No match found,,none
Nandorin,No match found,,none
Nanduhirion,No match found,,none
Nantasarion,No match found,,none
Nantathren,No match found,,none
Narchost,Narchost  ,https://www.metal-archives.com/bands/Narchost/3540372237,exact
Nardol,No match found,,none
Nargothrond,Nargothrond  ,https://www.metal-archives.com/bands/Nargothrond/12606,exact
Nargothrond,Nargothrond  ,https://www.metal-archives.com/bands/Nargothrond/108684,exact
Nargothrond,Nargothrond  ,https://www.metal-archives.com/bands/Nargothrond/20858,exact
Nargothrond,Nargothrond  ,https://www.metal-archives.com/bands/Nargothrond/3540257970,exact
Nargothrond,Nauglath (a.k.a. Nargothrond) ,https://www.metal-archives.com/bands/Nauglath/21963,exact
Narog,Narog  ,https://www.metal-archives.com/bands/Narog/24421,exact
Narogostrond,No match found,,none
Narsil,Narsil  ,https://www.metal-archives.com/bands/Narsil/3540379586,exact
Narsil,Narsil (a.k.a. NArse) ,https://www.metal-archives.com/bands/Narsil/80143,exact
Narsilion,Narsilion  ,https://www.metal-archives.com/bands/Narsilion/9477,exact
Narvi,No match found,,none
Narya,No match found,,none
Nasmith,No match found,,none
Nauglamir,No match found,,none
Nauglamlr,No match found,,none
Naugrim,Naugrim  ,https://www.metal-archives.com/bands/Naugrim/3540533825,exact
Naugrim,Naugrim  ,https://www.metal-archives.com/bands/Naugrim/3540425860,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/118030,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/3540475383,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/3540512989,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/28926,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/96803,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/6439,exact
Nazgul,Nazgul  ,https://www.metal-archives.com/bands/Nazgul/31576,exact
Nazgul,Nazgûl  ,https://www.metal-archives.com/bands/Nazg%C3%BBl/3540391679,exact
Nazgul,Nazgûl  ,https://www.metal-archives.com/bands/Nazg%C3%BBl/7829,exact
Nazgul,Nazgûl  ,https://www.metal-archives.com/bands/Nazg%C3%BBl/3540422912,exact
Nazgul,Nazgûl  ,https://www.metal-archives.com/bands/Nazg%C3%BBl/3540492503,exact
Nazgul,Nazgûl  ,https://www.metal-archives.com/bands/Nazg%C3%BBl/3540364340,exact
Nazgul,Krith Nazgul (a.k.a. 九戒灵) ,https://www.metal-archives.com/bands/Krith_Nazgul/3540442542,exact
Nazgul,Nazgul Rising  ,https://www.metal-archives.com/bands/Nazgul_Rising/25781,exact
Nazgul,Nazgul SS  ,https://www.metal-archives.com/bands/Nazgul_SS/3540295216,exact
Nazgul,Day to Day Life of the Nazgûl  ,https://www.metal-archives.com/bands/Day_to_Day_Life_of_the_Nazg%C3%BBl/3540530896,exact
Nazgul,Nashgul (a.k.a. Nazgul) ,https://www.metal-archives.com/bands/Nashgul/3540260909,exact
Nazgul,Nazghoul (a.k.a. Nazgul) ,https://www.metal-archives.com/bands/Nazghoul/3540408363,exact
Nazgul,Nazghul (a.k.a. Nazgul) ,https://www.metal-archives.com/bands/Nazghul/46135,exact
Nazgul,Nazgl (a.k.a. Nazgul) ,https://www.metal-archives.com/bands/Nazgl/3540464829,exact
Nazgul,Nazhgul (a.k.a. Nazgul) ,https://www.metal-archives.com/bands/Nazhgul/59068,exact
Nazgyl,No match found,,none
Nbli,No match found,,none
Ndengin,No match found,,none
Neekerbreekers,"Neekerbreekers (a.k.a. NeekerBreekers, NeekerBreakers) ",https://www.metal-archives.com/bands/Neekerbreekers/3540460849,exact
Neithan,Neithan  ,https://www.metal-archives.com/bands/Neithan/68020,exact
Neldoreth,Neldoreth  ,https://www.metal-archives.com/bands/Neldoreth/5335,exact
Neldoreth,Neldoreth  ,https://www.metal-archives.com/bands/Neldoreth/3540428079,exact
Neldoreth,Neldöreth  ,https://www.metal-archives.com/bands/Neld%C3%B6reth/41235,exact
Neldoreth,Hazard (a.k.a. Neldoreth) ,https://www.metal-archives.com/bands/Hazard/18956,exact
Nen,"マグダラ呪念 (a.k.a. Magdala Ju-nen, Magdalene Junen, Magdalene Ju Nen) ",https://www.metal-archives.com/bands/%E3%83%9E%E3%82%B0%E3%83%80%E3%83%A9%E5%91%AA%E5%BF%B5/3540279034,exact
Nenarand,No match found,,none
Nenning,No match found,,none
Nenuial,Nenuial  ,https://www.metal-archives.com/bands/Nenuial/3540458109,exact
Nenya,No match found,,none
Nerdanel,No match found,,none
Nevrast,Nevrast  ,https://www.metal-archives.com/bands/Nevrast/3540392334,exact
Nibin,No match found,,none
Nienna,No match found,,none
Nienor,Nienor  ,https://www.metal-archives.com/bands/Nienor/100667,exact
Nightshadow,Nightshadow (a.k.a. Night Shadow) ,https://www.metal-archives.com/bands/Nightshadow/3540425092,exact
Nightshadow,Nightshadows Lament (a.k.a. NightShadow's Lament) ,https://www.metal-archives.com/bands/Nightshadows_Lament/88805,exact
Nimaeth,No match found,,none
Nimbrethil,No match found,,none
Nimlnth,No match found,,none
Nimloth,Saukopf (a.k.a. Nimloth) ,https://www.metal-archives.com/bands/Saukopf/3540487006,exact
Nimphelos,No match found,,none
Nimrais,No match found,,none
Nimras,No match found,,none
Nimrodel,No match found,,none
Nimrodelcurse,No match found,,none
Nindalf,No match found,,none
Ninefingered,No match found,,none
Ningloron,No match found,,none
Niniel,No match found,,none
Ninniach,No match found,,none
Ninqueiote,No match found,,none
Ninquelote,No match found,,none
Ninqueltenimloth,No match found,,none
Nirnaeth,Nirnaeth  ,https://www.metal-archives.com/bands/Nirnaeth/46142,exact
Nirnaeth,Nirnaeth  ,https://www.metal-archives.com/bands/Nirnaeth/27763,exact
Nirnaeth,Nirnaeth  ,https://www.metal-archives.com/bands/Nirnaeth/3540290513,exact
Nirnaeth,Nirnaeth Arnoediad  ,https://www.metal-archives.com/bands/Nirnaeth_Arnoediad/13392,exact
Nivrim,No match found,,none
Nmenor,No match found,,none
Nmenorean,No match found,,none
Nmenureans,No match found,,none
Nn,"NN～Dura (a.k.a. NN'Dura, NNDura, NN~Dura) ",https://www.metal-archives.com/bands/NN%EF%BD%9EDura/3540322085,exact
Nn,"SiNN (a.k.a. Stranded in Newport News, S.I.N.N.) ",https://www.metal-archives.com/bands/SiNN/36751,exact
Nn,N N (a.k.a. N.N.) ,https://www.metal-archives.com/bands/N_N/3540452164,exact
Nn,"Necrofilia Nefasta (a.k.a. NN, Necrophilia Nefasta) ",https://www.metal-archives.com/bands/Necrofilia_Nefasta/122431,exact
Nnmpnnr,No match found,,none
Nobll,No match found,,none
Noegyth,No match found,,none
Nogrod,Nogrod  ,https://www.metal-archives.com/bands/Nogrod/3540313965,exact
Nogrod,Nogrod  ,https://www.metal-archives.com/bands/Nogrod/3540411465,exact
Noldo,No match found,,none
Noldolante,No match found,,none
Noldor,Noldor  ,https://www.metal-archives.com/bands/Noldor/3540406001,exact
Noldorand,No match found,,none
Noldorat,No match found,,none
Noldorin,No match found,,none
Nolegs,No match found,,none
Nomanlands,No match found,,none
Nomin,Nomin  ,https://www.metal-archives.com/bands/Nomin/28891,exact
Norbury,No match found,,none
Northborders,No match found,,none
Northend,No match found,,none
Northerland,No match found,,none
Northfarthing,No match found,,none
Northgate,Northgate (a.k.a. North Gate) ,https://www.metal-archives.com/bands/Northgate/106831,exact
Northgate,NorthGate  ,https://www.metal-archives.com/bands/NorthGate/3540269180,exact
Northgate,The North Gate (a.k.a. The Northgate) ,https://www.metal-archives.com/bands/The_North_Gate/3540445007,exact
Northkingdom,No match found,,none
Northlands,"Northlands Bane (a.k.a. Northland Bane, Northland's Bane) ",https://www.metal-archives.com/bands/Northlands_Bane/100727,exact
Northrealm,No match found,,none
Noth,Noth  ,https://www.metal-archives.com/bands/Noth/3540442866,exact
Novrod,No match found,,none
Nrnen,No match found,,none
Ntimith,No match found,,none
Nulukkizdin,No match found,,none
Nulukkizdtn,No match found,,none
Numendor,No match found,,none
Numennore,No match found,,none
Numenor,Numenor  ,https://www.metal-archives.com/bands/Numenor/22211,exact
Numenor,Númenor  ,https://www.metal-archives.com/bands/N%C3%BAmenor/3540290774,exact
Numenore,No match found,,none
Numenorean,Numenorean  ,https://www.metal-archives.com/bands/Numenorean/3540384750,exact
Numenorean,Black Numenorean  ,https://www.metal-archives.com/bands/Black_Numenorean/3540467326,exact
Numenorean,Numenorean Sun  ,https://www.metal-archives.com/bands/Numenorean_Sun/3540509872,exact
Numltti,No match found,,none
Nurnen,Nurnen  ,https://www.metal-archives.com/bands/Nurnen/115847,exact
Nurnen,Nurnen  ,https://www.metal-archives.com/bands/Nurnen/58672,exact
Nurtale,No match found,,none
Oakenshield,Oakenshield (a.k.a. Oaken Shield) ,https://www.metal-archives.com/bands/Oakenshield/3540259171,exact
Oakenshield,Oakenshield (a.k.a. Oaken Shield) ,https://www.metal-archives.com/bands/Oakenshield/107007,exact
Ohtar,Ohtar  ,https://www.metal-archives.com/bands/Ohtar/1085,exact
Oi,"Of Infinity (a.k.a. Of Infiniti, OI) ",https://www.metal-archives.com/bands/Of_Infinity/23685,exact
Oin,No match found,,none
Oiolaire,No match found,,none
Oiolosse,No match found,,none
Oiolosslo,No match found,,none
Oiomure,No match found,,none
Oldbuck,No match found,,none
Oldrin,No match found,,none
Oli,Meillä Oli Vain Yö  ,https://www.metal-archives.com/bands/Meill%C3%A4_Oli_Vain_Y%C3%B6/3540450637,exact
Oliphaunt,No match found,,none
Olorin,Olórin  ,https://www.metal-archives.com/bands/Ol%C3%B3rin/3540328573,exact
Olorina,No match found,,none
Olwe,No match found,,none
Ondolinde,Ondolindë  ,https://www.metal-archives.com/bands/Ondolind%C3%AB/3540447173,exact
Onehand,No match found,,none
Onehanded,No match found,,none
Onodrim,No match found,,none
Orald,No match found,,none
Orcrist,Orcrist  ,https://www.metal-archives.com/bands/Orcrist/12786,exact
Orcrist,"DarkAge (a.k.a. Orcrist, Carvedgate, Dark Age) ",https://www.metal-archives.com/bands/DarkAge/65872,exact
Orcses,No match found,,none
Orcvoices,No match found,,none
Oreband,No match found,,none
Orehost,No match found,,none
Oreraid,No match found,,none
Orfalch,No match found,,none
Oris,Cancrum Oris  ,https://www.metal-archives.com/bands/Cancrum_Oris/3540426849,exact
Orkish,No match found,,none
Ormal,No match found,,none
Orocami,No match found,,none
Orocarni,No match found,,none
Orodna,No match found,,none
Orodreth,Orodreth  ,https://www.metal-archives.com/bands/Orodreth/3540341278,exact
Orodreth,Orodreth  ,https://www.metal-archives.com/bands/Orodreth/3540352315,exact
Orodruin,Orodruin  ,https://www.metal-archives.com/bands/Orodruin/9423,exact
Orodruin,Orodruin  ,https://www.metal-archives.com/bands/Orodruin/3540293613,exact
Orodruin,Orodruin  ,https://www.metal-archives.com/bands/Orodruin/21311,exact
Orodruin,Orodruin  ,https://www.metal-archives.com/bands/Orodruin/3966,exact
Orofarne,No match found,,none
Orome,No match found,,none
Oromet,Oromet  ,https://www.metal-archives.com/bands/Oromet/3540525677,exact
Oroml,No match found,,none
Orophin,No match found,,none
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/3540285537,exact
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/59111,exact
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/3540453364,exact
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/29215,exact
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/89121,exact
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/3540370036,exact
Orthanc,Orthanc  ,https://www.metal-archives.com/bands/Orthanc/39131,exact
Orthanc,Keys of Orthanc  ,https://www.metal-archives.com/bands/Keys_of_Orthanc/3540436828,exact
Orthanc,Orthank (a.k.a. Orthanc) ,https://www.metal-archives.com/bands/Orthank/3540358748,exact
Orthancrock,No match found,,none
Orthancstone,No match found,,none
Osgiliath,Osgiliath  ,https://www.metal-archives.com/bands/Osgiliath/29903,exact
Osgiliath,Osgiliath  ,https://www.metal-archives.com/bands/Osgiliath/3540361302,exact
Ossir,No match found,,none
Ossiriand,No match found,,none
Ostgiliaih,No match found,,none
Ostinedhil,No match found,,none
Overheaven,No match found,,none
Palantir,Palantir  ,https://www.metal-archives.com/bands/Palantir/3540329876,exact
Palantir,Palantír  ,https://www.metal-archives.com/bands/Palant%C3%ADr/3540524605,exact
Palantir,Palantír  ,https://www.metal-archives.com/bands/Palant%C3%ADr/3540430938,exact
Palantiri,No match found,,none
Palantlri,No match found,,none
Palantnr,No match found,,none
Paleblue,No match found,,none
Panamerican,"Pan-Amerikan Native Front (a.k.a. P.A.N.F., Pan-American Native Front) ",https://www.metal-archives.com/bands/Pan-Amerikan_Native_Front/3540417829,exact
Parth,Parth Gallen  ,https://www.metal-archives.com/bands/Parth_Gallen/3540539403,exact
Paveyard,No match found,,none
Pelargir,No match found,,none
Peldri,No match found,,none
Pelennor,No match found,,none
Pelori,No match found,,none
Peredhel,No match found,,none
Peredhil,No match found,,none
Periain,No match found,,none
Perian,No match found,,none
Periannath,No match found,,none
Pettydvarves,No match found,,none
Pettydwarf,No match found,,none
Pettydwarves,No match found,,none
Pharazon,No match found,,none
Pheriain,No match found,,none
Pheriannath,No match found,,none
Pickthorn,No match found,,none
Pinnath,No match found,,none
Pipeweed,No match found,,none
Pkelmen,No match found,,none
Pover,No match found,,none
Ppps,No match found,,none
Preciouss,No match found,,none
Proudfoots,No match found,,none
Puddifoots,No match found,,none
Pymble,No match found,,none
Qaie,No match found,,none
Quendi,No match found,,none
Quenta,No match found,,none
Quenya,No match found,,none
Radagast,"Radagast (a.k.a. Radegost, Radagast, Radogost) ",https://www.metal-archives.com/bands/Radagast/3540394373,exact
Radagast,"Radegast (a.k.a. Radegost, Radagast, Radogost) ",https://www.metal-archives.com/bands/Radegast/48739,exact
Radagast,"Radogost (a.k.a. Radegast, Radagast, Radagost, Radogast) ",https://www.metal-archives.com/bands/Radogost/87523,exact
Radagast,"At Radogost's Gates (a.k.a. At Radogosts Gates, Radegasts, Radegast's, Radagast's, Radagasts) ",https://www.metal-archives.com/bands/At_Radogost%27s_Gates/26830,exact
Radagast,"Радогаст (a.k.a. Radogast, Radagast, Radagost, Radogost, Radegast, Radegost) ",https://www.metal-archives.com/bands/%D0%A0%D0%B0%D0%B4%D0%BE%D0%B3%D0%B0%D1%81%D1%82/66732,exact
Radbug,No match found,,none
Radhruin,No match found,,none
Ragnor,Ragnor  ,https://www.metal-archives.com/bands/Ragnor/3540267307,exact
Ramdal,No match found,,none
Rammas,No match found,,none
Rathloriel,No match found,,none
Rauros,Falls of Rauros  ,https://www.metal-archives.com/bands/Falls_of_Rauros/67357,exact
Raurosfalls,No match found,,none
Raurosfoot,No match found,,none
Ravenhill,Ravenhill (a.k.a. Raven Hill) ,https://www.metal-archives.com/bands/Ravenhill/3540435855,exact
Redhorn,Redhorn (a.k.a. Red Horn) ,https://www.metal-archives.com/bands/Redhorn/3540479932,exact
Remmirath,Remmirath  ,https://www.metal-archives.com/bands/Remmirath/50489,exact
Rerir,No match found,,none
Rhosgobel,No match found,,none
Rhovanion,Rhovanion  ,https://www.metal-archives.com/bands/Rhovanion/3540353164,exact
Rhudaur,No match found,,none
Rhunen,No match found,,none
Rhyn,No match found,,none
Rian,Anatol Rian  ,https://www.metal-archives.com/bands/Anatol_Rian/3540494843,exact
Rian,Greg(o)rian  ,https://www.metal-archives.com/bands/Greg%28o%29rian/3540379890,exact
Riddermark,Riddermark (a.k.a. Ridder Mark) ,https://www.metal-archives.com/bands/Riddermark/3540437666,exact
Riddlegame,No match found,,none
Rimmon,No match found,,none
Ringare,"Ringarë (a.k.a. Ringarë, Ringar) ",https://www.metal-archives.com/bands/Ringar%C3%AB/25900,exact
Ringbearer,No match found,,none
Ringfinder,No match found,,none
Ringil,No match found,,none
Ringll,No match found,,none
Ringlo,No match found,,none
Ringlord,No match found,,none
Ringlu,No match found,,none
Ringwaiths,No match found,,none
Ringwil,No match found,,none
Ringwinner,No match found,,none
Ringwl,No match found,,none
Ringwraith,Ringwraith (a.k.a. Ring Wraith) ,https://www.metal-archives.com/bands/Ringwraith/31846,exact
Ringwraith,Morbid Ringwraith (a.k.a. Morbid RingWraith) ,https://www.metal-archives.com/bands/Morbid_Ringwraith/3540521999,exact
Rivendell,Rivendell  ,https://www.metal-archives.com/bands/Rivendell/9074,exact
Rivendell,Rivendell  ,https://www.metal-archives.com/bands/Rivendell/3540509433,exact
Rivendell,Rívendell  ,https://www.metal-archives.com/bands/R%C3%ADvendell/121693,exact
Riverdaughter,No match found,,none
Riverout,No match found,,none
Riverwomans,No match found,,none
Rivil,No match found,,none
Rmil,No match found,,none
Roac,No match found,,none
Rochallor,No match found,,none
Rochand,No match found,,none
Roheryn,No match found,,none
Rohirrim,Rohirrim  ,https://www.metal-archives.com/bands/Rohirrim/3540322998,exact
Romen,No match found,,none
Romenna,No match found,,none
Rosielass,No match found,,none
Rosies,No match found,,none
Rothinzil,No match found,,none
Roverandom,No match found,,none
Rowantrees,No match found,,none
Rowlie,No match found,,none
Rudh,Amon Rudh  ,https://www.metal-archives.com/bands/Amon_Rudh/3540547138,exact
Rumello,No match found,,none
Rumil,No match found,,none
Rushey,No match found,,none
Sackvillebaggins,No match found,,none
Sackvillebagginses,No match found,,none
Saeros,No match found,,none
Salmar,No match found,,none
Samathrad,No match found,,none
Sammath,Sammath  ,https://www.metal-archives.com/bands/Sammath/4708,exact
Sammath,Sammath Naur  ,https://www.metal-archives.com/bands/Sammath_Naur/3540285900,exact
Sammath,Sammath Naur  ,https://www.metal-archives.com/bands/Sammath_Naur/15807,exact
Sammath,Samath Naur (a.k.a. Sammath Naur) ,https://www.metal-archives.com/bands/Samath_Naur/3540296215,exact
Samwas,No match found,,none
Samwise,No match found,,none
Sandheaver,No match found,,none
Sandyman,No match found,,none
Sangahyando,No match found,,none
Saradoc,No match found,,none
Sarn,No match found,,none
Saruman,Saruman  ,https://www.metal-archives.com/bands/Saruman/14446,exact
Sarumanglob,No match found,,none
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/2807,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/3540419144,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/111652,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/6672,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/14378,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/47604,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/82655,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/3540417135,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/5446,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/3540536031,exact
Sauron,Sauron  ,https://www.metal-archives.com/bands/Sauron/9947,exact
Sauron,Mouth of Sauron  ,https://www.metal-archives.com/bands/Mouth_of_Sauron/3540431936,exact
Scatha,Scatha  ,https://www.metal-archives.com/bands/Scatha/93844,exact
Seaelves,No match found,,none
Seakings,No match found,,none
Seawing,No match found,,none
Secondbom,No match found,,none
Secondborn,No match found,,none
Seeingstones,No match found,,none
Selfcursed,No match found,,none
Serech,No match found,,none
Serinde,No match found,,none
Sfrongbowtranslation,No match found,,none
Shadowfax,Shadowfax  ,https://www.metal-archives.com/bands/Shadowfax/111898,exact
Shadowmen,No match found,,none
Shadowmere,No match found,,none
Shadowsee,No match found,,none
Shagrat,No match found,,none
Sharkey,No match found,,none
Sharpears,No match found,,none
Shathyr,No match found,,none
Shelob,Shelob  ,https://www.metal-archives.com/bands/Shelob/3540497096,exact
Shelob,Shelob's Lair (a.k.a. Shelobs Lair) ,https://www.metal-archives.com/bands/Shelob%27s_Lair/11605,exact
Shelob,Shelob's Lair (a.k.a. Shelobs Lair) ,https://www.metal-archives.com/bands/Shelob%27s_Lair/3540480991,exact
Shirebuildings,No match found,,none
Shirecalendar,No match found,,none
Shirefashion,No match found,,none
Shirefolk,No match found,,none
Shirehistorians,No match found,,none
Shirehobbits,No match found,,none
Shireholidays,No match found,,none
Shiremoot,No match found,,none
Shiremuster,No match found,,none
Shirenay,No match found,,none
Shirereckoning,No match found,,none
Shireservices,No match found,,none
Shiretalk,No match found,,none
Shirriff,No match found,,none
Shirriffhouse,No match found,,none
Shirriffing,No match found,,none
Shirriffleader,No match found,,none
Sidedoor,No match found,,none
Silmarien,No match found,,none
Silmaril,No match found,,none
Silmarilfrom,No match found,,none
Silmarilli,No match found,,none
Silmarillion,"Silmarillion (a.k.a. Silmarilion, Sillmarilion, Sillmarillion) ",https://www.metal-archives.com/bands/Silmarillion/3540381378,exact
Silpion,No match found,,none
Silverfoot,No match found,,none
Silverlode,No match found,,none
Silverti,No match found,,none
Silvertine,No match found,,none
Sindacollo,No match found,,none
Sindar,No match found,,none
Sindari,No match found,,none
Sindarin,Sindarin  ,https://www.metal-archives.com/bands/Sindarin/3540278462,exact
Sindarinnorcf,No match found,,none
Singollo,No match found,,none
Sinome,No match found,,none
Sirannon,Sirannon  ,https://www.metal-archives.com/bands/Sirannon/3540332386,exact
Sirion,Sirion (a.k.a. The True Sirion) ,https://www.metal-archives.com/bands/Sirion/109142,exact
Sirion,Sirion  ,https://www.metal-archives.com/bands/Sirion/3540377130,exact
Sirion,Eithel Sirion  ,https://www.metal-archives.com/bands/Eithel_Sirion/34453,exact
Sirion,"Tol Sirion (a.k.a. Tolsirion, TolSirionUG) ",https://www.metal-archives.com/bands/Tol_Sirion/3540421448,exact
Sirion,Forever Winter (a.k.a. Sirion) ,https://www.metal-archives.com/bands/Forever_Winter/9990,exact
Skinbark,No match found,,none
Smallburrow,No match found,,none
Smaug,Smaug  ,https://www.metal-archives.com/bands/Smaug/3540462681,exact
Smaug,Smaug  ,https://www.metal-archives.com/bands/Smaug/114807,exact
Smaug,Smaug 88  ,https://www.metal-archives.com/bands/Smaug_88/3540417521,exact
Smea,No match found,,none
Smeagol,Smeagol's Fate (a.k.a. Smeagols Fate) ,https://www.metal-archives.com/bands/Smeagol%27s_Fate/3540512579,exact
Smials,No match found,,none
Smjagol,No match found,,none
Smrd,No match found,,none
Snaga,No match found,,none
Snowbourn,No match found,,none
Snowmane,No match found,,none
Snowwhite,"Snowite (a.k.a. SnoWhite, SnowWhite) ",https://www.metal-archives.com/bands/Snowite/126559,exact
Snowwhite,"Znöwhite (a.k.a. Snowhite, SnowWhite, ZnöwWhite) ",https://www.metal-archives.com/bands/Zn%C3%B6white/228,exact
Somethings,No match found,,none
Sorontar,No match found,,none
Soronume,No match found,,none
Southend,No match found,,none
Southfarth,No match found,,none
Southfarthing,No match found,,none
Southkingdom,No match found,,none
Southlands,No match found,,none
Southrealm,No match found,,none
Springlering,No match found,,none
Springshe,No match found,,none
Srune,No match found,,none
Ssss,No match found,,none
Starkhorn,No match found,,none
Starwards,No match found,,none
Stockbrook,No match found,,none
Stonebows,No match found,,none
Stonecity,No match found,,none
Stonefolks,No match found,,none
Stonehousefolk,No match found,,none
Stonehouses,No match found,,none
Stonewain,No match found,,none
Stoningland,No match found,,none
Stonyfaced,No match found,,none
Stoors,No match found,,none
Stormcrow,Stormcrow (a.k.a. StormCrow) ,https://www.metal-archives.com/bands/Stormcrow/13644,exact
Stormcrow,Stormcrow (a.k.a. StormCrow) ,https://www.metal-archives.com/bands/Stormcrow/85334,exact
Stormcrow,StormCrow (a.k.a. Storm Crow) ,https://www.metal-archives.com/bands/StormCrow/35380,exact
Strawheads,No match found,,none
Strongbow,No match found,,none
Stybba,No match found,,none
Sul,Amon Sul  ,https://www.metal-archives.com/bands/Amon_Sul/11699,exact
Sul,Súl ad Astral  ,https://www.metal-archives.com/bands/S%C3%BAl_ad_Astral/3540360771,exact
Sulimo,No match found,,none
Sunlending,No match found,,none
Sunll,No match found,,none
Svarthy,No match found,,none
Swanfleet,No match found,,none
Swanhaven,No match found,,none
Swanship,No match found,,none
Swertings,No match found,,none
Swishtail,No match found,,none
Swordthatwasbroken,No match found,,none
Talath,No match found,,none
Taniquetil,No match found,,none
Tarancalimon,No match found,,none
Taras,No match found,,none
Taratanamir,No match found,,none
Tarcalion,No match found,,none
Tarciryatan,No match found,,none
Tarelendil,No match found,,none
Targon,No match found,,none
Tarlangs,No match found,,none
Tarmenel,No match found,,none
Tarminastir,No match found,,none
Tarminyatur,No match found,,none
Tarmiriel,No match found,,none
Tarnufuin,No match found,,none
Tarpal,No match found,,none
Tarpalantir,No match found,,none
Tasarinan,No match found,,none
Tathren,No match found,,none
Taurelildmeatumbalemorna,No match found,,none
Tauremorna,Tauremorna  ,https://www.metal-archives.com/bands/Tauremorna/3540469669,exact
Tauremornalome,No match found,,none
Taurenfaroth,No match found,,none
Taurim,No match found,,none
Taurimduinath,Taur-im-Duinath  ,https://www.metal-archives.com/bands/Taur-im-Duinath/3540411268,exact
Taurlnufuin,No match found,,none
Taurnaneldor,No match found,,none
Taurnu,No match found,,none
Taurnufuin,No match found,,none
Tauron,Tauron  ,https://www.metal-archives.com/bands/Tauron/35674,exact
Tearmaiden,No match found,,none
Tednasitlwfcom,No match found,,none
Teiglin,No match found,,none
Telchar,No match found,,none
Telcontar,No match found,,none
Telemnar,No match found,,none
Teleri,No match found,,none
Telerin,No match found,,none
Telperinquar,No match found,,none
Telperion,Telperion  ,https://www.metal-archives.com/bands/Telperion/3540511824,exact
Telperion,Telperion  ,https://www.metal-archives.com/bands/Telperion/3540405167,exact
Telumendil,No match found,,none
Tf,"From the Torrent & the Fountain (a.k.a. From the Torrent and the Fountain, FT&TF, FT & TF) ",https://www.metal-archives.com/bands/From_the_Torrent_%26_the_Fountain/3540345388,exact
Thains,No match found,,none
Thainship,No match found,,none
Thalion,Thalion  ,https://www.metal-archives.com/bands/Thalion/14536,exact
Thalion,Thalion  ,https://www.metal-archives.com/bands/Thalion/3540364960,exact
Thalos,No match found,,none
Thangorodrim,No match found,,none
Tharbad,No match found,,none
Tharkun,Tharkûn  ,https://www.metal-archives.com/bands/Thark%C3%BBn/3540536699,exact
Thauron,No match found,,none
Thengel,No match found,,none
Thengling,No match found,,none
Theoden,Theoden's Reign (a.k.a. Theodens Reign) ,https://www.metal-archives.com/bands/Theoden%27s_Reign/3540529542,exact
